,level_0,text,sentiment
3416,3416,done with the photo album  as im a good person so i make it quite private for now pity you ben haha,happiness
3417,3417,whoo hoo chuck although it is gloomy out today is a much better day,happiness
3418,3418,now has  followers congrats,happiness
3419,3419,smooches to you as well have a great day,happiness
3420,3420,neighborhood research today day  of and a little bit of shopping,neutral
3421,3421,oh wow they are really good  i think im going to use one of them lol,happiness
3422,3422,building websites,neutral
3423,3423,i saw that,worry
3424,3424,u aint lost me im right here,worry
3425,3425,had a great weekend and is in such a good mood she doesnt even mind being at work this morning,happiness
3426,3426,hey which song was that i would like to listen to it,happiness
3427,3427,ap is associated press  there are many other global news agencies like it,worry
3428,3428,were you at the parade yesterday at powderhorn guessing ava and bella were similarly mesmerized by the whimsical fairyness,happiness
3429,3429,rest earlier is good for your health so i say good nite to you all,happiness
3430,3430,let me know how it goes babe  good luck,happiness
3431,3431,or it never happened,happiness
3432,3432,then ill need plenty of quizzes to get through the work day,happiness
3433,3433,fortunately they have a  waiting area,neutral
3434,3434,happy did crepe again,happiness
3435,3435,petty im leaving community college with a bang,worry
3436,3436,thanks for the mascara input its appreciated,happiness
3437,3437,oh yeah the camera clipping problems with void are now completely fixed  yay me for fiddling about,happiness
3438,3438,i think i wanna grab a lil wind turbine too hehe   ill have a mini power plant by the end rofl,neutral
3439,3439,yay for fullterm,happiness
3440,3440,the cats are gone all  of them,worry
3441,3441,i do hope many of my new followers are from around sydney australia  welcome to my tweets anyway,worry
3442,3442,heyy i finally got one too  oh and good luck on your finals today,sadness
3443,3443,hmm i dont know what to do todaycause im done with schooland it feels great,neutral
3444,3444,so windows livewriters accessible guess that answers that,neutral
3445,3445,thanks for the follow,happiness
3446,3446,yeah,happiness
3447,3447,dont worry thoughhe will be fine,worry
3448,3448,remember dont let your small list cover your big listits too little to even worry about it,neutral
3449,3449,definitely dont be offended im messing around with various twitter apps and strange things keep happening,worry
3450,3450,am i the only one who likes mondays,neutral
3451,3451,got some new clothes  and series one of supernatural on dvd,neutral
3452,3452,at school blagh yay im getting the iphone in august,sadness
3453,3453,good morning tweeties what to do today i am all rested up from richmond and ready to hit the beach,happiness
3454,3454,yes  and i hope the show i promoted was clean   lol      bella,worry
3455,3455,woo hoo its time to play name that twune,happiness
3456,3456,griffiths there was a good atmos i decided to stay til closing very funny,happiness
3457,3457,days until i start moving,happiness
3458,3458,i wanna go see them in edinburgh  wont happen though haha  yir lucky and have funnnn,sadness
3459,3459,haha nope she wont  altho my train back from leeds i booked an hour too early and they wont let me change it,sadness
3460,3460,in whin park on the swings victory is all mine right now,happiness
3461,3461,i think its time to take a showerget ready for the dayy  i hope we go shopping while were in mason today i want new clothes,worry
3462,3462,hi my love im ok just trying to get thru these finals theyre going to be the death of me how are you,worry
3463,3463,lol i really wanna go there imma check the vid out rite now,neutral
3464,3464,no actually it gets rid of the bacteria and they thaw out nicely,happiness
3465,3465,cool thatd be fantastic,happiness
3466,3466,the john lennon poster my inner fan girl is dancing with joy,happiness
3467,3467,if it doesnt work out drop me a line i would love to talk with you more about this,happiness
3468,3468,lowkey tired yet still energetic,neutral
3469,3469,back at it after a weekend of working in the yard didnt open the laptop once and im thankful,worry
3470,3470,hey dude im finishing my lullaby  dude i saw a  you w long hair umm lets just say keep it short ha,neutral
3471,3471,even though it is already monday thanks for the  complements  you know who you are,happiness
3472,3472,whom do yu wanna kill,neutral
3473,3473,would be more fun to date then steveo,neutral
3474,3474,back from nyc convinced on moving to the les by fall,worry
3475,3475,discrimination is not a bad thing ive learned to say no my children would say i mastered that years ago,neutral
3476,3476,singz so i think im jst abt done being ur girrrlfriendim leavinim leavin jst love cm,sadness
3477,3477,i guess technically i was still pregnant just a few months ago just with alex instead of elizabeth,worry
3478,3478,leaving minneapolis doing some homework and going to watch my brothers tennis match later,neutral
3479,3479,happy birthday mommy,happiness
3480,3480,desktop quadcore win boot time   laptop dualcore w ssd win boot time     ssd for desktop arrives in  days,sadness
3481,3481,wishing i were somewhere else besides here  dont worry this wont dampen my day and neither will the rain,worry
3482,3482,lol very true ive been keeping an eye out for that  they arent very tech savvy so ive been alright thus far,happiness
3483,3483,ill be listening,happiness
3484,3484,couldnt let you twitter alone,neutral
3485,3485,my last full week of school,happiness
3486,3486,out shopping,happiness
3487,3487,no evidence no conviction  absolutely hilarious makes my day every time,happiness
3488,3488,just drivingerr speeding,neutral
3489,3489,youre silly,happiness
3490,3490,haiszt im here in the office doing nothing but tweet haha fun,happiness
3491,3491,ah  so youve seen both either way you get to experience the fantasy of sound and shock waves in the vacuum of space heh,happiness
3492,3492,will be your dj for a little while tune in if you want,neutral
3493,3493,okay so yesterday was good went food shopping cooked some chicken tacos and bakes some cookies  now i am back at work,happiness
3494,3494,good luck on your first day,happiness
3495,3495,are you tinkn the people on the street in ny waiting  friday are crazy brooke,worry
3496,3496,oh actually the one on there is my old number ill change it now it ends with,neutral
3497,3497,im doing good thanks   and yourself and sorry lil busy at the moment,worry
3498,3498,watchin scooby doo,neutral
3499,3499,ville  yay green  it certainly makes all the rain worth it  and its nice and cozy being indoors knitting,neutral
3500,3500,is enjoying the night with her folks,neutral
3501,3501,at workthinking about the rest of my finalssummer almost here,neutral
3502,3502,dude you could totally get that then sell it to some denton musician and profit,neutral
3503,3503,just started on here and i already see  and  are by far the biggest talkers er i mean tweeters,neutral
3504,3504,great mood todayyyyyyyyy super excited for the game tonight not so excited to be one year older tomorrow,neutral
3505,3505,umm how abt a comment like that p i dont like this,sadness
3506,3506,yes hes really back i couldnt wait for this day to arrive and finally its here gale is back  im pos,happiness
3507,3507,morning   escuchando el  soundtrack de twilight que gaby me trajoooooo la adoro  muse paramore perry farrell,neutral
3508,3508,hey rocstar,worry
3509,3509,ahahah with sandy bekz erin and derrian,neutral
3510,3510,well im here good morningbrunchish i took my exam think i did good,happiness
3511,3511,cheers for that will have a look at that later and hopefully get sorted,worry
3512,3512,in case no one gave you a heads up att just put out an iphone app for account management mywireless id love to see a review,sadness
3513,3513,if you carry your childhood with you  you never become olda sutzkever,worry
3514,3514,silly wendy you know i dont speak french  just a few more hours to study before this ride begins,happiness
3515,3515,haha i like modern studies its my favourite subject  haha i guessing you dont feel the same,neutral
3516,3516,off work,neutral
3517,3517,haha im bored i think ill go watch a movie  bbl,neutral
3518,3518,waiting in line for the beast with matthew    i wont be riding,worry
3519,3519,noooo she was wavin at me,neutral
3520,3520,thats my baby,happiness
3521,3521,sitting at home watching atl for the  time todayy  waiting for jess to come at like  then go get marg and head out later to second sat,neutral
3522,3522,just got a wii,neutral
3523,3523,just got home from dinner and am really really full my mom said my dad bought me a sony ak holyyyyyyy,happiness
3524,3524,went to your resteraunt in nyc it was aaaaaaaaaamazing,happiness
3525,3525,omg brings me back to my high school days,happiness
3526,3526,ninas high hanging out with ninah and taylor all day theyre awesome  and getting to go home tomorrow to see my mom  ninas low nada,happiness
3527,3527,watching next day air,happiness
3528,3528,wow fancy,happiness
3529,3529,yes its on youtube  its from may th and it made me feel x better its halarious,happiness
3530,3530,poor grace you need to date a cute male nurse,sadness
3531,3531,lol whati was thirsty,neutral
3532,3532,new twitter coolness conversations with neighbors  during a thunderstorm,happiness
3533,3533,gtg now listen to cobras new song  their myspace ttyl  santi,neutral
3534,3534,i be ok you,worry
3535,3535,aries me and that person have something in common then lol jk,happiness
3536,3536,just sang shine by newsboys in the car with  holla,happiness
3537,3537,found at a garage sale for,neutral
3538,3538,we found a ride,neutral
3539,3539,hanging out with my babyy,worry
3540,3540,lol my moms present cost  dollars,happiness
3541,3541,heidiv  thank you pretty lady,neutral
3542,3542,it makes me happy to hear a girl talk or tweet about the nba but could you give my nuggets some love,neutral
3543,3543,i could have i had extra tickets plus we had two twitter giveaways  well get you next time,sadness
3544,3544,the terminal was my kind of movie  well anything with airplaneshot chicks in it is my kinda movie,neutral
3545,3545,is maxin and relaxin ahhh,neutral
3546,3546,mekelly share the same last name wouldnt that be sweet if we were related,happiness
3547,3547,at the apartment nothin to do a little hungry,sadness
3548,3548,scratch that now were watching marley and me thinking i could stay awake better for this one,happiness
3549,3549,looking at all my old myspace status oh mann skyrockets in flight afternoon delight aaaaaaaafternoon delight,neutral
3550,3550,tomorrows mothers day i need to get all my  together soon noor left it was fun  its been nine months,worry
3551,3551,it feels good to be good at something,neutral
3552,3552,at the reception eating some nasty  pasta woot but other than that its beautiful,happiness
3553,3553,lmao you baked nonstop sounds like yummy fun,happiness
3554,3554,taking in the local art,neutral
3555,3555,not having your lights on concerns me lol stay safe,happiness
3556,3556,thanks  thing is so much of it is more designart which i hardly ever get a go at therefore never get much better,neutral
3557,3557,what are some good places to eat in los angeles want to try something different today,neutral
3558,3558,ooops again the reply button is the right of the msgnow ill stop spamming,worry
3559,3559,we do its been to long i think i have next weekend open when are you going to have the house warming party,happiness
3560,3560,a great song by east clubbers,neutral
3561,3561,oops me and my drunken stupor lol ima check it out,happiness
3562,3562,cotton candy milkshake,neutral
3563,3563,hahalive longprosper the movie was better than i thought they did an awesome job im pleased,happiness
3564,3564,btw i still cant believe how awesome the newjabbakidz performance wasu in the masksi screamed at my pc,happiness
3565,3565,sum said this would be huge one daysmart guy,neutral
3566,3566,happy imma get to see some lovely ladies,happiness
3567,3567,okayso i have an aim account nowsend me ur sns on there so i can add uthx,neutral
3568,3568,well i guess they think of everything   thanks so much for keeping the fans in the loop,happiness
3569,3569,and i still recall how helpful you were way back when as i struggled on an ar contest question,sadness
3570,3570,welcome back,happiness
3571,3571,omg i get the  coupon from them all the time do you im obsessed with their catalog when it comes in the mail,happiness
3572,3572,just snuck out my window now im laying on my roof looking at the stars its a nice night out tonight,worry
3573,3573,for evening  for matineesp,neutral
3574,3574,you drank it on the sly didnt you and thats why youre asking i know how you are,worry
3575,3575,geisha   for reals its lovely being around someone so refreshingly analog in his interests,happiness
3576,3576,a successful shopping day,sadness
3577,3577,my mum would be happy to receive  handbags and a card from us today heheee,worry
3578,3578,sulumits retsambew is thinking a billion here a billion there pretty soon it adds up to real money,happiness
3579,3579,heidi just finished her set at stiff kitten with aundy,sadness
3580,3580,home friday makes me  too,happiness
3581,3581,rankin and until soy beans have teets soy milk is not milk,worry
3582,3582,i bought the mach,neutral
3583,3583,ill wear mine too,neutral
3584,3584,thats how you go from series to season the days of being an elite team are over in dallas epl derby day tomorrow tell me what i miss,worry
3585,3585,almost dun choreographing the dance,happiness
3586,3586,very very interesting night in defiance to say the least but hey i got guys and dolls for free,happiness
3587,3587,coleman looks a little too fried for me but you have fun with that paul,worry
3588,3588,we had bbq chicken pizza last night although it wasnt deep dish   glad to hear you had fun in pr,happiness
3589,3589,hey padsterits a dirt track  thx for the info i got  miles in,happiness
3590,3590,d hes a lucky baby he has a wonderful family  do u know when u could take him at home,neutral
3591,3591,going to my brothers wedding in princeton nj next sat had to buy a navy blue sports coat and gray pants   total at goodwill,neutral
3592,3592,listening to some music,happiness
3593,3593,yeah i saw looks like hard work but i would know  whats upp handsome,happiness
3594,3594,waiti thought it was  dont we have till,worry
3595,3595,this cigarette is so relaxing,neutral
3596,3596,nopenot drunksometimes i think maybe i shouldthen maybe twitter would make sense ya know,neutral
3597,3597,im glad you liked it   want more,happiness
3598,3598,are you making fun of the  callin guy,neutral
3599,3599,hehe,happiness
3600,3600,hah yeah its that bad not gonna lie o have fun,worry
3601,3601,that sounds like fun,happiness
3602,3602,yaobroken footso much for that series  denvers next,worry
3603,3603,see sucked you right in  the only problem will be churchsunday race conflicts but thats why god gave us dvr d niffer,neutral
3604,3604,watching jurassic park  i havent seen this movie in years,neutral
3605,3605,says happy mothers day to all moms out there,happiness
3606,3606,wondering what misery looks like look at the faces of all the cubs fans at miller park tonite sorry chicago friends tonights our night,sadness
3607,3607,its cool,happiness
3608,3608,rubadeau last weekend i had a pretty solid brunch at bar wellington hard to screw up steak and eggs though,happiness
3609,3609,dont we all,worry
3610,3610,love the comeback i will stay tuned you fellows should follow people on here though youll in turn get more followers,happiness
3611,3611,looove the comedian in obama hahaha  man  i love this event someone get me a  dennis leary and his wife,neutral
3612,3612,ha that was cliche,neutral
3613,3613,got it your in the rundown,worry
3614,3614,it gets worse every year and  will be the worst oh and  months today,sadness
3615,3615,im kicking it though feeling a little sick alternating talking to friends gaming watching the playoffs and writing an application,worry
3616,3616,ess since t will be away  come to tucson,neutral
3617,3617,hi th fallower,happiness
3618,3618,hehe yeah its funny that updating people on the random things you do is so amusing,worry
3619,3619,haha nice  thanks for letting me know,happiness
3620,3620,i do show some discretion occasionally,neutral
3621,3621,new star trek movie  awesomeness unnecessary brief underwear scene pun intended but besides that just awesomeness,happiness
3622,3622,nan,worry
3623,3623,nan,neutral
3624,3624,davis are you headed to a conference  oh and if youre doing the book buying ban you can always borrow right,neutral
3625,3625,missing my hobotramp way of life and cooking for my mother on a saturday night  mama i luv u,sadness
3626,3626,nan,neutral
3627,3627,it is so warm out this evening  and i just met my new neighbors theyre so nice,happiness
3628,3628,at the walnut high school prom with becca,neutral
3629,3629,leann if it makes you feel better im studying on a sat night wo blackberries,happiness
3630,3630,the sitewarming parties usually do very wellif i do say so myself,neutral
3631,3631,at piece now  possibly beachwood in a bit,neutral
3632,3632,i know i really wanna do some more stuff im out of school in the next week so ill have a few free days a week ill hit u up,worry
3633,3633,n ma rog  never heard of it  esti beat acum u tweet too much,worry
3634,3634,it was a biligual sweatshop lol i talk  him once in a while but not as much he got an r,happiness
3635,3635,i would say  years younger is not too young but he would have to be intelligent good convo skills and other skills,neutral
3636,3636,m do it up,neutral
3637,3637,thats so sweet,happiness
3638,3638,watching the pianist with my dad great movie,happiness
3639,3639,congrats my wife would oppose live tweeting birth too im sure,happiness
3640,3640,going to ek nao will meet bloggers there instead of makati,neutral
3641,3641,movin into the big room,worry
3642,3642,pick up that as fast you can,worry
3643,3643,work work work and why did i get so tired all of a sudden   nicole told me you say hi aww she was so enthusiastic  hi paul,sadness
3644,3644,done a bump out and now back in bed seemingly unable to muster the energy to get up again  sundays are great,worry
3645,3645,teeheei know it too,happiness
3646,3646,sorry im back food was calling my namelolall is good here  and hi  sorry i havent said sooner lol,sadness
3647,3647,oh my god youre adorable ilove you so much  you are my inspiration nick,happiness
3648,3648,cavs the score is and was lol,worry
3649,3649,nice to meet you toooo  good to know another one of my followers actually speak,happiness
3650,3650,whoooooo im gettin extra hours today    afterwards im gonna see if i can get some marigolds for my mum,neutral
3651,3651,lol  too true,neutral
3652,3652,happy mothers day,happiness
3653,3653,yaay congrats shmolan on graduating  im proud of you have fun,happiness
3654,3654,a bought my mom the cutest things for mothers day  woop woop mee expert shoper,happiness
3655,3655,which one on sportv  will connect righ the way,neutral
3656,3656,you are not old youre  just comfy like worn in sweats said with all the love my sarcastic heart can muster,happiness
3657,3657,uh oh  hope nothing too damaged,worry
3658,3658,good,happiness
3659,3659,hahaha yes our discussions always seem to jump around randomly,happiness
3660,3660,ha nothing any man does is right on mothers day except for taking kids off mums hands for whole day,neutral
3661,3661,i like it,happiness
3662,3662,i have lived through our bands first performance and it was pretty  fun,happiness
3663,3663,lol thanks,happiness
3664,3664,yes you me  and  won the  that were given away,worry
3665,3665,im part of a religion called peoplewithgoodtasteinmusic we dont celebrate jonas brothers day,sadness
3666,3666,did anyone go photographing today i managed to get a few macro shots of some flowers that were blooming,happiness
3667,3667,they turned out great and i had a killer workout beforehand so no guilt,happiness
3668,3668,im kinda bored anyone else i think ill listen to some hip hop its pretty good you should check it out,neutral
3669,3669,i got the new silverstein cd aha its amazing  i highly recomend it,happiness
3670,3670,heyy jay wats going on witchado you want a twitter background  you already know i gotcha if you need anything,happiness
3671,3671,this song called stolen it soooo amazing it by dashboard confessional,happiness
3672,3672,chilling feeling really nice,happiness
3673,3673,that is the best sticker ever also i dig your hair its gotten long since ive seen you last,sadness
3674,3674,pooh what kind of party do we got going now,worry
3675,3675,listening to  after last nights up from the underground screening awesome job,happiness
3676,3676,haha welcome to my world we fail together,happiness
3677,3677,i am on aim getting ready to go to bed running a k tommorow for mothers day wish me luck,neutral
3678,3678,about to pik out my hair braid it up scrub off my make up and relaxxxx tonight was fun,happiness
3679,3679,loven the rs ftw pvp is bac,happiness
3680,3680,hey tdukes i flwd u immediately this mornwhen dhmptn mentioned the bit abt the tattoo love hershes my  twitterer,neutral
3681,3681,if you could get down to easton you could join us,neutral
3682,3682,jana laughed when i told her about the anniversary tweet,happiness
3683,3683,played some mythic brawl in order to get a good screenshot instead i got a perfection,happiness
3684,3684,fifth runner up  at keg with     hannah darian fionaphillipa,happiness
3685,3685,feelin really awful having mono sux so much omglistening to music,sadness
3686,3686,baseball games whoo hooo  when to banquet yesterday at the hyhtt sooo fun,happiness
3687,3688,top cashier at work today woot woot now off to have a drink,happiness
3688,3689,its tomorrow,neutral
3689,3690,lucky thats awesome,happiness
3690,3691,come on kirk hook up your wii to the wifiyou can do eeet,happiness
3691,3692,havin friends over hangin out with christian tonight  gonna roast marshmellows and chocolate and cramcrackers,happiness
3692,3693,starting out  bday bash with a blue moon   photo,happiness
3693,3694,im with alissa,neutral
3694,3695,see no evil starring wwe wrestler kane you should watch it,happiness
3695,3696,bahaha i loook like kung fu panda when i wake up in the morning,neutral
3696,3697,have fun tonight,happiness
3697,3698,my blackberry ran out of juice in the middle of the dayit was miserable no twitter or email at my beck and call truly awful,sadness
3698,3699,on my macbook  inviting friend to twitter  and happy mothers day,happiness
3699,3700,you really think it was that awesome well have to discuss,happiness
3700,3701,oh awesome i have yahooo  good night sleep tight dont let the bed bugs bite,happiness
3701,3702,actually i really do mostly when i forget to take off my makeup before bed,sadness
3702,3703,prank calls,neutral
3703,3704,bleah a tad tipsy and too many cup cakes maddies birthday tomorrow  family party,happiness
3704,3705,cut it off,neutral
3705,3706,i freaking loved star trek  now were watching xmen,worry
3706,3707,these girls make me giggle  twinz twinz godda hit up the bbq in a few,neutral
3707,3708,bass drum heads breaking equals bust who needs tickets for may th you,happiness
3708,3709,haha thanks  its for history and its on how the invention of television has influence america lol,happiness
3709,3710,ill help if you pay for my reactivation,neutral
3710,3711,anyone excited for harry potter like i am  twilight postponed my first love   oh well off to find some hai chai,happiness
3711,3712,watching that thing you do on comcast missing my boo like crrrrrazy,sadness
3712,3713,should be a rebroadcast of last weeks pacquiaohatton fight dont plan your night around it  ive said too much already,sadness
3713,3714,why am i still away at am cos i dont have school tomorrow thats why,neutral
3714,3715,lmao haha nice lolz its all good though i can wait  lol,happiness
3715,3716,good morning everbody,happiness
3716,3717,you are so right,happiness
3717,3718,sinse i had dis thingnot  reply not  message nuffin pshh who caresi know im special  x,sadness
3718,3719,i had the best day ever i missed him more tomorrow too,sadness
3719,3720,haha it does have a nice ring to it  lets get used to that ok iloveyoutoo,happiness
3720,3721,we get so bored with routine lol,happiness
3721,3722,thats the one i wish i have a video compilation of s thrusting,happiness
3722,3723,then you must insist you write essays the twitter way  no more than  characters,happiness
3723,3724,olawd go see it its priceless  soooo funny,happiness
3724,3725,i love my mom shes the best mom on the planet,happiness
3725,3726,is level,neutral
3726,3727,arrested in the hotel,sadness
3727,3728,arefire hii,neutral
3728,3729,have a good day,happiness
3729,3730,alright sorry but i think you should go anyways,worry
3730,3731,wishing a happy mothers day to all the wonderful mothers out there,happiness
3731,3732,awesome thats how i wanna roll when i become mogul status,happiness
3732,3733,school and work thats it really what about u still in sac or am i a tittle late,worry
3733,3734,haha i just watch a funny  video on youtube  made my day,happiness
3734,3735,just joined  not even sure if any of my friends have twitters maybe ill just be a celeb stalker oo,worry
3735,3736,bonfires are my fave,happiness
3736,3737,with matt,neutral
3737,3738,i always have those for my champions league parties  tis awesome,happiness
3738,3739,im off for tonight good night everyone,neutral
3739,3740,well i couldnt get a real clear shot but ive got the best i couldsilly people walking through the admitting of the er,happiness
3740,3741,i wasnt going to go out tonight but looks like ill be heading over to main street,sadness
3741,3742,a blouse ahahaha i gave her money and she went to get it  wheres your mom,happiness
3742,3743,thanks to  and  for the updates on tonight votes,happiness
3743,3744,i wish there was an i like option like fb for things like this,sadness
3744,3745,most definitely,neutral
3745,3746,can you get me a sub from subway when ur on your way home,neutral
3746,3747,figured out twitter for my phone,happiness
3747,3748,iloveyoumoreeee,worry
3748,3749,its a program that shows all twitter and facebook status updates all in one its alright but yeah probably wont use it often,happiness
3749,3750,such a fun night with bekah just talkin and stuff wuv her,happiness
3750,3751,thats nice my cousin just left my house he has daughters their all daddys girls so sweet,happiness
3751,3752,what fun  i got retweeted by a bot,happiness
3752,3753,star trek was good times,happiness
3753,3754,just sittin here listenin to music  follow me,neutral
3754,3755,anne  you  are very interesting in a good way,neutral
3755,3756,oh yeah he is   you should see him when he really gets going lol  doesnt care who doesnt like it heheheheh great,happiness
3756,3757,i jus planted a garden in my backyard,sadness
3757,3758,who to say hi to and who to buy a shot to lol jk,neutral
3758,3759,watching beautythe beast  haha,happiness
3759,3760,awesome  what kind,happiness
3760,3761,parrrtty playing twister and getting tipsywell everyone else is lol,happiness
3761,3762,is going to be in cincinnati all day sundayvisitin with an old friendbrother from korea then a date with someone special,happiness
3762,3763,thanks i downloaded the trial version of stuffit and it worked good advice,neutral
3763,3764,ai  yeah hopefully but if not then maybe  i can save up and get it for christmas  we will find out,neutral
3764,3765,good movie starship troopers is cool citizen,neutral
3765,3766,frenchiebday,neutral
3766,3767,going outro peace,neutral
3767,3768,yay about breaking,happiness
3768,3769,my gut feel says its gonna be a boy ababa,neutral
3769,3770,pffftt you know how i like to stay busy  im awesome and soberdang how are you,worry
3770,3771,and we will all eat it and be happy,happiness
3771,3772,twist  is  up,neutral
3772,3773,goodnight,neutral
3773,3774,had a nice dinner with mom ive started the chicken rolls they are going to cook overnight the rest ill do tomorrow,happiness
3774,3775,i need to see now someone buy me a plane ticket please,happiness
3775,3776,watching one of my fav movies sparkle go get food later,happiness
3776,3777,is it bad that im sitting here watching a replay and getting excited i think its the coffee but who knows,worry
3777,3778,what do i have lots of stuff,worry
3778,3779,listening to dashboard confessionalcounting down the days until the  concert on may th with,happiness
3779,3780,yes lol thats good one remeber that bottoms are always the top,happiness
3780,3781,ha i thought you would enjoy the family guy reference and im more bored than you,neutral
3781,3782,hey girl how you doin did ya hear my big interview,neutral
3782,3783,margaritas with my momo ive missed her,happiness
3783,3784,happy mothers day paula,happiness
3784,3785,feet hurtfinally in bedwill not forget this crunch when its oververy very productive day today though,happiness
3785,3786,please visit  and sign up to alpha test my image hosting service,neutral
3786,3787,they follow me,neutral
3787,3788,watching my new season eleven dvd,happiness
3788,3789,anrshine feeling pretty good you should check this out  just saying,happiness
3789,3790,dont hide your smiles,neutral
3790,3791,watching body of liesgood film,neutral
3791,3792,yay i hit  subscribers on youtube go me  lol,worry
3792,3793,back in new mexico again happy mothers day to you mothers out there,happiness
3793,3794,my inner desire is to go to an isle in the middle of the mediterranean to soak up the sun good night as i dream that inner desire,happiness
3794,3795,is obsessing over chris pine  heehee,happiness
3795,3796,hehe about nz being the most magical place on earth,happiness
3796,3797,you should come out,neutral
3797,3798,i sent you a message,neutral
3798,3799,am i dont wanna wake up shoo roommate shoo,happiness
3799,3800,sweet deal i so want to see that movie methinks we may have to do a star trek movie night some time hmm,happiness
3800,3801,also  your caramels are like crack  just thought you should know,worry
3801,3802,yao is out for the rest of the season nooostaying home on a saturday nightshockgot my phone fixed,worry
3802,3803,after sleeping in  the rest of the day was busy however i got to spend the last of it with my favorite babysittee the kids are great,happiness
3803,3804,bows  i trysometimes it is hard,sadness
3804,3805,sweetie if you refuse to offend who will  we expect it  nay we count on it,neutral
3805,3806,is enjoying staying in the house today,happiness
3806,3807,its cool  im glad everyone had a nice date night  maybe one day ill get one too,happiness
3807,3808,blastinggg music,happiness
3808,3809,just about to go home im usually mr positive but this has been one of those daze well  mins until tomorrow,happiness
3809,3810,archuletacook will arrive in  days,happiness
3810,3811,so why should that matter i bet you would be great at it i do its what you love right why not go for it,happiness
3811,3812,wow thats quite the trip,neutral
3812,3813,and im listening to wrong by depeche mode,neutral
3813,3814,its been reli gdd ty its am lol and im not sleeping o but im watching tv alls good lol how was yours,happiness
3814,3815,is up moooooorning,happiness
3815,3816,sleep time  biglittle lunch tomorrow at olive garden,happiness
3816,3817,is on the radio,neutral
3817,3818,has just arrived in singapore,neutral
3818,3819,will the ever complete it on time,worry
3819,3820,its fantastic,happiness
3820,3821,g yup  thats where i watch all my movies,happiness
3821,3822,rroberts i look forward to seeing and sharing,happiness
3822,3823,lol hell yeah,happiness
3823,3824,left off the again in the titlewhoops,sadness
3824,3825,and so very you  you know i say it w nothing but love dude,happiness
3825,3826,just saw star trek it was amazing seriously so good the entire cast was excellent spock and kirk especially  i want to see it again,happiness
3826,3827,what a fantastic saturday,happiness
3827,3828,had a fun time at the concert  almost got a  with taylor momsen freakin next in line then she left,happiness
3828,3829,will the lockdown help lower the cases,worry
3829,3830,love laughter creativity,happiness
3830,3831,rahal thing about living is that there are always undeveloped  in your future,happiness
3831,3832,been there done that it always ended up with me selling the machine and going back to my mac,neutral
3832,3833,sushi two nights in a row isnt that wrong is it,worry
3833,3834,that is awesome  spent the day studyin chillin a lil b goin to bed its slowly gettin colder in paraguay winter is comin,worry
3834,3835,anytime i aim to please,neutral
3835,3836,lolmy neighbors must think im nutsfor,happiness
3836,3837,its because youre popular,happiness
3837,3838,i am so worried about the thing,worry
3838,3839,just returned from huntsville saw sam houstons grave went to a prison museum and ate chocolate dipped strawberries,neutral
3839,3840,at the wedding reception having more fun than i thought,worry
3840,3841,lol thanks i do like to be on top im going to enjoy this how long can i be up there,worry
3841,3842,haha thats the stupid thing i did and im still getting them,sadness
3842,3843,happy mothers day to all to all the wonderful moms out there  matalatine,happiness
3843,3844,getting off for the night in such a great mood,happiness
3844,3845,i was screaming like a maniac  but the thing was u couldnt scream on the ride which sucked the fun out of everything so,sadness
3845,3846,night dance parties fun timesawkward situations  highlight driving w nims and annie listening to satellite windows downnnn,happiness
3846,3847,oh no i guess im officially a big nerd now i heard the movie is great even if you dont like trek and i do,happiness
3847,3848,falling asleep while listening to james taylor,happiness
3848,3849,got caught in the rain sand monsoon all the way home even though i looked like a complete idiot,sadness
3849,3850,my day was cool a lil twisted  i wont spam twitter like i did last week tho,neutral
3850,3851,haha lacey just shutdown the livestream party time,happiness
3851,3852,diapers  feeding  cooking  i dont do any of that stuff  hahaha yeah right  sounds like a normal day for me,happiness
3852,3853,downtown drinking celebrating the cavs victory,happiness
3853,3854,today is mothers day  am going to grandma place boring haha but yay erm ok make no sense we but wee,neutral
3854,3855,took the dog to the offleash park today he overheated then ran and laid in the only mud puddle there and splashed around was amusing,happiness
3855,3856,hi ms fussy  waves,neutral
3856,3857,you and  are both baitersss  hope tonight is fun,happiness
3857,3858,nothing like rocknrolla which is another good film with rock in the title,happiness
3858,3859,just got home from a wonderful day with my family  i had so much fun today,happiness
3859,3860,dont try too hard youll draw a blank,neutral
3860,3861,back home feels great sitting in front of moi desks  lcd,neutral
3861,3862,glad you like,happiness
3862,3863,well nothing i can give you a pen,happiness
3863,3864,my dad worked for sw when i graduated hs worked at hou  years   he retired  years before i joined the company,worry
3864,3865,fun webcamming with caroooo,happiness
3865,3866,nope  not that i have to worry about the possibility im more worried about googs design than her personal taste actually,worry
3866,3867,good show sleepytime goodnight moon,happiness
3867,3868,thank you for the ff,neutral
3868,3869,drinking and smoking is very badbut im grown tho,neutral
3869,3870,exhausted sore and sunburnt but im really happy,happiness
3870,3871,thats awesome biking is an underappreciated activity these days,worry
3871,3872,just starting integrating twitter with forexforumsorg  looks like a great partnership  i welcome all to our chat room tomorow all day,happiness
3872,3873,finishing this giraffe then getting some sleep super excited about tomorrow,happiness
3873,3874,im sooooo excited to see you also lovelet the craziness begin   daysssssss yahoooo,happiness
3874,3875,sitting in the kaust offices sun is shining and surrounded by busy people ace,neutral
